"_id","_labels","fumbles","fumbles_lost","game_code","label","pass_att","pass_cmp","pass_int","pass_long","pass_rating","pass_sacked","pass_sacked_yds","pass_td","pass_yds","player","player_code","rec","rec_long","rec_td","rec_yds","rush_att","rush_long","rush_td","rush_yds","targets","team","year","_start","_end","_type"
"306203",":stat_player_game_off","0","","200101140nyg","200101140nyg_7","0","0","0","0","","","","0","0","Andrew Jordan","J/JordAn00","1","4","0","4","0","0","0","0","1","MIN","2000",,,
"306206",":stat_player_game_off","0","","200012310phi","200012310phi_5","0","0","0","0","","","","0","0","Dave Moore","M/MoorDa00","2","9","0","12","0","0","0","0","4","TAM","2000",,,
"306208",":stat_player_game_off","0","","200101070nyg","200101070nyg_6","0","0","0","0","","","","0","0","Chad Lewis","L/LewiCh00","3","11","0","27","0","0","0","0","5","PHI","2000",,,
"306209",":stat_player_game_off","0","","200101140nyg","200101140nyg_8","0","0","0","0","","","","0","0","Matthew Hatchette","H/HatcMa00","1","2","0","2","0","0","0","0","2","MIN","2000",,,
"306211",":stat_player_game_off","0","","200012310phi","200012310phi_6","0","0","0","0","","","","0","0","Reidel Anthony","A/AnthRe00","1","6","0","6","0","0","0","0","3","TAM","2000",,,
"306212",":stat_player_game_off","0","","200101140nyg","200101140nyg_9","","","","","","","","","","John Davis","D/DaviJo00","0","","0","0","","","","","1","MIN","2000",,,
"306213",":stat_player_game_off","0","","200101070nyg","200101070nyg_7","0","0","0","0","","","","0","0","Luther Broughton","B/BrouLu00","1","13","0","13","0","0","0","0","1","PHI","2000",,,
"306216",":stat_player_game_off","0","","200012310phi","200012310phi_7","0","0","0","0","","","","0","0","Patrick Hape","H/HapePa00","1","5","0","5","0","0","0","0","2","TAM","2000",,,
"306220",":stat_player_game_off","0","","200101070nyg","200101070nyg_8","0","0","0","0","","","","0","0","Cecil Martin","M/MartCe00","1","4","0","4","0","0","0","0","1","PHI","2000",,,
"306221",":stat_player_game_off","0","","200101140nyg","200101140nyg_10","39","28","2","46","120.8","0","0","5","381","Kerry Collins","C/CollKe00","0","0","0","0","0","0","0","0","0","NYG","2000",,,
"306224",":stat_player_game_off","0","","200012310phi","200012310phi_8","0","0","0","0","","","","0","0","Jacquez Green","G/GreeJa00","0","0","0","0","0","0","0","0","2","TAM","2000",,,
"306226",":stat_player_game_off","0","","200101070nyg","200101070nyg_9","0","0","0","0","","","","0","0","Na Brown","B/BrowNa00","1","4","0","4","0","0","0","0","6","PHI","2000",,,
"306227",":stat_player_game_off","0","","200101140nyg","200101140nyg_11","1","1","0","4","83.3","1","5","0","4","Jason Garrett","G/GarrJa00","0","0","0","0","3","-1","0","-3","0","NYG","2000",,,
"306231",":stat_player_game_off","1","0","200012310phi","200012310phi_9","33","24","1","25","90.6","2","10","2","161","Donovan McNabb","M/McNaDo00","0","0","0","0","8","11","1","32","0","PHI","2000",,,
"306232",":stat_player_game_off","0","","200101070nyg","200101070nyg_10","","","","","","","","","","Todd Pinkston","P/PinkTo00","0","","0","0","","","","","1","PHI","2000",,,
"306233",":stat_player_game_off","1","0","200101140nyg","200101140nyg_12","0","0","0","0","","","","0","0","Tiki Barber","B/BarbTi00","4","11","0","21","12","21","0","69","5","NYG","2000",,,
"306237",":stat_player_game_off","0","","200012310phi","200012310phi_10","0","0","0","0","","","","0","0","Chris Warren","W/WarrCh00","1","4","0","4","22","11","0","85","1","PHI","2000",,,
"306238",":stat_player_game_off","0","","200101070nyg","200101070nyg_11","","","","","","","","","","Jeff Thomason","T/ThomJe00","0","","0","0","","","","","1","PHI","2000",,,
"306239",":stat_player_game_off","0","","200101140nyg","200101140nyg_13","0","0","0","0","","","","0","0","Joe Montgomery","M/MontJo00","0","0","0","0","16","8","0","43","0","NYG","2000",,,
"306243",":stat_player_game_off","0","","200012310phi","200012310phi_11","0","0","0","0","","","","0","0","Brian Mitchell","M/MitcBr00","5","13","0","37","3","6","0","9","5","PHI","2000",,,
"306245",":stat_player_game_off","0","","200101140nyg","200101140nyg_14","0","0","0","0","","","","0","0","Ron Dayne","D/DaynRo00","1","8","0","8","10","15","0","29","2","NYG","2000",,,
"306246",":stat_player_game_off","0","","200101070nyg","200101070nyg_12","19","12","0","33","82.1","1","0","0","125","Kerry Collins","C/CollKe00","0","0","0","0","8","9","0","17","0","NYG","2000",,,
"306247",":stat_player_game_off","0","","200012310phi","200012310phi_12","0","0","0","0","","","","0","0","Charles Johnson","J/JohnCh00","5","25","0","47","0","0","0","0","7","PHI","2000",,,
"306250",":stat_player_game_off","0","","200101140nyg","200101140nyg_15","0","0","0","0","","","","0","0","Ike Hilliard","H/HillIk00","10","46","2","155","0","0","0","0","13","NYG","2000",,,
"306253",":stat_player_game_off","1","1","200101070nyg","200101070nyg_13","0","0","0","0","","","","0","0","Ron Dayne","D/DaynRo00","1","4","0","4","17","18","0","53","1","NYG","2000",,,
"306255",":stat_player_game_off","0","","200012310phi","200012310phi_13","0","0","0","0","","","","0","0","Torrance Small","S/SmalTo00","3","16","0","30","0","0","0","0","5","PHI","2000",,,
"306257",":stat_player_game_off","0","","200101140nyg","200101140nyg_16","0","0","0","0","","","","0","0","Amani Toomer","T/ToomAm00","6","24","1","88","0","0","0","0","7","NYG","2000",,,
"306259",":stat_player_game_off","1","1","200101070nyg","200101070nyg_14","0","0","0","0","","","","0","0","Tiki Barber","B/BarbTi00","3","12","0","13","15","9","0","35","5","NYG","2000",,,
"306260",":stat_player_game_off","0","","200101140nyg","200101140nyg_17","0","0","0","0","","","","0","0","Ron Dixon","D/DixoRo00","2","43","0","62","0","0","0","0","4","NYG","2000",,,
"306262",":stat_player_game_off","0","","200012310phi","200012310phi_14","0","0","0","0","","","","0","0","Chad Lewis","L/LewiCh00","3","17","0","24","0","0","0","0","5","PHI","2000",,,
"306264",":stat_player_game_off","1","1","200101070nyg","200101070nyg_15","0","0","0","0","","","","0","0","Amani Toomer","T/ToomAm00","2","12","0","23","1","6","0","6","4","NYG","2000",,,
"306267",":stat_player_game_off","0","","200101140nyg","200101140nyg_18","0","0","0","0","","","","0","0","Greg Comella","C/ComeGr00","4","18","1","36","0","0","0","0","4","NYG","2000",,,
"306268",":stat_player_game_off","0","","200012310phi","200012310phi_15","0","0","0","0","","","","0","0","Cecil Martin","M/MartCe00","2","7","0","8","0","0","0","0","2","PHI","2000",,,
"306270",":stat_player_game_off","0","","200101070nyg","200101070nyg_16","0","0","0","0","","","","0","0","Greg Comella","C/ComeGr00","1","3","0","3","1","2","0","2","2","NYG","2000",,,
"306272",":stat_player_game_off","0","","200101140nyg","200101140nyg_19","0","0","0","0","","","","0","0","Joe Jurevicius","J/JureJo00","2","8","1","15","0","0","0","0","3","NYG","2000",,,
"306273",":stat_player_game_off","0","","200012310phi","200012310phi_16","0","0","0","0","","","","0","0","Todd Pinkston","P/PinkTo00","1","5","0","5","0","0","0","0","1","PHI","2000",,,
"306276",":stat_player_game_off","0","","200101070nyg","200101070nyg_17","0","0","0","0","","","","0","0","Pete Mitchell","M/MitcPe00","2","33","0","47","0","0","0","0","2","NYG","2000",,,
"306277",":stat_player_game_off","0","","200101140nyg","200101140nyg_20","0","0","0","0","","","","0","0","Pete Mitchell","M/MitcPe00","0","0","0","0","0","0","0","0","1","NYG","2000",,,
"306278",":stat_player_game_off","0","","200012310phi","200012310phi_17","0","0","0","0","","","","0","0","Na Brown","B/BrowNa00","1","5","1","5","0","0","0","0","3","PHI","2000",,,
"306284",":stat_player_game_off","0","","200012310phi","200012310phi_18","0","0","0","0","","","","0","0","Jeff Thomason","T/ThomJe00","1","2","1","2","0","0","0","0","2","PHI","2000",,,
"306285",":stat_player_game_off","0","","200101070nyg","200101070nyg_18","0","0","0","0","","","","0","0","Ron Dixon","D/DixoRo00","0","0","0","0","0","0","0","0","1","NYG","2000",,,
"306286",":stat_player_game_off","0","","200012310phi","200012310phi_19","0","0","0","0","","","","0","0","Stanley Pritchett","P/PritSt00","2","2","0","-1","0","0","0","0","2","PHI","2000",,,
"306288",":stat_player_game_off","0","","200101070nyg","200101070nyg_19","0","0","0","0","","","","0","0","Ike Hilliard","H/HillIk00","3","23","0","35","1","-1","0","-1","4","NYG","2000",,,
"306709",":stat_player_game_off","1","0","200101280nyg","200101280nyg_1","39","15","4","19","7.1","4","26","0","112","Kerry Collins","C/CollKe00","0","0","0","0","3","5","0","12","0","NYG","2000",,,
"306710",":stat_player_game_off","0","","200101280nyg","200101280nyg_2","0","0","0","0","","","","0","0","Tiki Barber","B/BarbTi00","6","7","0","26","11","27","0","49","10","NYG","2000",,,
"306713",":stat_player_game_off","0","","200101280nyg","200101280nyg_3","0","0","0","0","","","","0","0","Joe Montgomery","M/MontJo00","0","0","0","0","2","4","0","5","0","NYG","2000",,,
"306720",":stat_player_game_off","0","","200101280nyg","200101280nyg_4","0","0","0","0","","","","0","0","Ike Hilliard","H/HillIk00","3","13","0","30","0","0","0","0","11","NYG","2000",,,
"306726",":stat_player_game_off","0","","200101280nyg","200101280nyg_5","0","0","0","0","","","0","0","0","Amani Toomer","T/ToomAm00","2","19","0","24","0","0","0","0","5","NYG","2000",,,
"306731",":stat_player_game_off","1","0","200101280nyg","200101280nyg_6","0","0","0","0","","","","0","0","Ron Dixon","D/DixoRo00","1","16","0","16","0","0","0","0","3","NYG","2000",,,
"306737",":stat_player_game_off","0","","200101280nyg","200101280nyg_7","0","0","0","0","","","","0","0","Howard Cross","C/CrosHo00","1","7","0","7","0","0","0","0","1","NYG","2000",,,
"306740",":stat_player_game_off","0","","200101280nyg","200101280nyg_8","0","0","0","0","","","","0","0","Pete Mitchell","M/MitcPe00","1","7","0","7","0","0","0","0","4","NYG","2000",,,
"306747",":stat_player_game_off","0","","200101280nyg","200101280nyg_9","0","0","0","0","","","","0","0","Greg Comella","C/ComeGr00","1","2","0","2","0","0","0","0","1","NYG","2000",,,
"306752",":stat_player_game_off","0","","200101280nyg","200101280nyg_10","","","","","","","","","","Joe Jurevicius","J/JureJo00","0","","0","0","","","","","4","NYG","2000",,,
"306757",":stat_player_game_off","1","0","200101280nyg","200101280nyg_11","25","12","0","44","80.9","3","20","1","153","Trent Dilfer","D/DilfTr00","0","0","0","0","1","0","0","0","0","BAL","2000",,,
"306762",":stat_player_game_off","0","","200101280nyg","200101280nyg_12","1","0","0","0","39.6","0","0","0","0","Tony Banks","B/BankTo00","0","0","0","0","0","0","0","0","0","BAL","2000",,,
"306768",":stat_player_game_off","0","","200101280nyg","200101280nyg_13","0","0","0","0","","","","0","0","Jamal Lewis","L/LewiJa00","1","4","0","4","27","19","1","102","2","BAL","2000",,,
"306771",":stat_player_game_off","0","","200101280nyg","200101280nyg_14","0","0","0","0","","","","0","0","Priest Holmes","H/HolmPr00","1","4","0","4","4","6","0","8","1","BAL","2000",,,
"306778",":stat_player_game_off","1","0","200101280nyg","200101280nyg_15","0","0","0","0","","","","0","0","Jermaine Lewis","L/LewiJe00","1","6","0","6","1","1","0","1","1","BAL","2000",,,
"306782",":stat_player_game_off","0","","200101280nyg","200101280nyg_16","0","0","0","0","","","","0","0","Brandon Stokley","S/StokBr00","3","38","1","52","0","0","0","0","6","BAL","2000",,,
"306790",":stat_player_game_off","0","","200101280nyg","200101280nyg_17","0","0","0","0","","","","0","0","Qadry Ismail","I/IsmaQa00","1","44","0","44","0","0","0","0","3","BAL","2000",,,
"306794",":stat_player_game_off","0","","200101280nyg","200101280nyg_18","0","0","0","0","","","","0","0","Ben Coates","C/CoatBe00","3","17","0","30","0","0","0","0","3","BAL","2000",,,
"306798",":stat_player_game_off","0","","200101280nyg","200101280nyg_19","0","0","0","0","","","","0","0","Patrick Johnson","J/JohnPa00","1","8","0","8","0","0","0","0","5","BAL","2000",,,
"306803",":stat_player_game_off","0","","200101280nyg","200101280nyg_20","0","0","0","0","","","","0","0","Shannon Sharpe","S/SharSh00","1","5","0","5","0","0","0","0","5","BAL","2000",,,
