"_id","_labels","game_code","kick_ret","kick_ret_long","kick_ret_td","kick_ret_yds","kick_ret_yds_per_ret","label","player","player_code","punt_ret","punt_ret_long","punt_ret_td","punt_ret_yds","punt_ret_yds_per_ret","team","_start","_end","_type"
"3110",":stat_player_game_return","202112050pit","3","19","0","46","15.3","202112050pit_2","Ray-Ray McCloud","M/McClRa00","4","14","0","33","8.3","PIT",,,
"3112",":stat_player_game_return","202111070nor","2","21","0","39","19.5","202111070nor_3","Dwayne Washington","W/WashDw00","0","0","0","0","","NOR",,,
"3115",":stat_player_game_return","202110100kan","3","33","0","92","30.7","202110100kan_2","Byron Pringle","P/PrinBy00","0","0","0","0","","KAN",,,
"3116",":stat_player_game_return","202109260jax","0","0","0","0","","202109260jax_1","Rondale Moore","M/MoorRo02","2","27","0","27","13.5","ARI",,,
"3136",":stat_player_game_return","202112050chi","3","32","0","71","23.7","202112050chi_1","Rondale Moore","M/MoorRo02","1","0","0","0","0.0","ARI",,,
"3139",":stat_player_game_return","202109120oti","1","22","0","22","22.0","202109120oti_1","Rondale Moore","M/MoorRo02","2","13","0","24","12.0","ARI",,,
"3140",":stat_player_game_return","202111070sfo","1","22","0","22","22.0","202111070sfo_1","Rondale Moore","M/MoorRo02","1","2","0","2","2.0","ARI",,,
"3143",":stat_player_game_return","202109260jax","1","18","0","18","18.0","202109260jax_2","Jamal Agnew","A/AgneJa00","1","10","0","10","10.0","JAX",,,
"3148",":stat_player_game_return","202111210chi","2","25","0","50","25.0","202111210chi_1","Devin Duvernay","D/DuveDe00","2","12","0","19","9.5","BAL",,,
"3158",":stat_player_game_return","202109120oti","1","14","0","14","14.0","202109120oti_2","Chester Rogers","R/RogeCh02","0","0","0","0","","TEN",,,
"3159",":stat_player_game_return","202111070sfo","3","29","0","66","22.0","202111070sfo_2","Eno Benjamin","B/BenjEn00","0","0","0","0","","ARI",,,
"3160",":stat_player_game_return","202111070nor","1","11","0","11","11.0","202111070nor_4","Alex Armah","A/ArmaAl00","0","0","0","0","","NOR",,,
"3163",":stat_player_game_return","202111210chi","0","0","0","0","","202111210chi_2","Jakeem Grant","G/GranJa00","1","4","0","4","4.0","CHI",,,
"3168",":stat_player_game_return","202112050chi","0","0","0","0","","202112050chi_2","Jakeem Grant","G/GranJa00","1","8","0","8","8.0","CHI",,,
"3182",":stat_player_game_return","202111070sfo","0","0","0","0","","202111070sfo_3","Brandon Aiyuk","A/AiyuBr00","3","27","0","34","11.3","SFO",,,
"3186",":stat_player_game_return","202111210chi","1","17","0","17","17.0","202111210chi_3","Khalil Herbert","H/HerbKh00","0","0","0","0","","CHI",,,
"3195",":stat_player_game_return","202109260nyg","0","0","0","0","","202109260nyg_1","Avery Williams","W/WillAv02","3","15","0","24","8.0","ATL",,,
"3197",":stat_player_game_return","202111070sfo","2","23","0","45","22.5","202111070sfo_4","Trenton Cannon","C/CannTr00","0","0","0","0","","SFO",,,
"3198",":stat_player_game_return","202111110mia","1","21","0","21","21.0","202111110mia_1","Devin Duvernay","D/DuveDe00","1","9","0","9","9.0","BAL",,,
"3199",":stat_player_game_return","202111280jax","4","26","0","91","22.8","202111280jax_1","Avery Williams","W/WillAv02","1","3","0","3","3.0","ATL",,,
"3203",":stat_player_game_return","202112050chi","2","27","0","49","24.5","202112050chi_3","Khalil Herbert","H/HerbKh00","0","0","0","0","","CHI",,,
"3214",":stat_player_game_return","202111210chi","1","0","0","0","0.0","202111210chi_4","Cole Kmet","K/KmetCo00","0","0","0","0","","CHI",,,
"3216",":stat_player_game_return","202111110mia","0","0","0","0","","202111110mia_2","Jevon Holland","H/HollJe02","1","4","0","4","4.0","MIA",,,
"3217",":stat_player_game_return","202109260nyg","2","24","0","40","20.0","202109260nyg_2","Cordarrelle Patterson","P/PattCo00","0","0","0","0","","ATL",,,
"3218",":stat_player_game_return","202111280jax","3","29","0","74","24.7","202111280jax_2","Jaydon Mickens","M/MickJa01","2","18","0","29","14.5","JAX",,,
"3233",":stat_player_game_return","202110170cle","1","23","0","23","23.0","202110170cle_1","Rondale Moore","M/MoorRo02","2","4","0","8","4.0","ARI",,,
"3236",":stat_player_game_return","202111110mia","0","0","0","0","","202111110mia_3","Jaylen Waddle","W/WaddJa00","1","6","0","6","6.0","MIA",,,
"3245",":stat_player_game_return","202111070jax","4","45","0","129","32.3","202111070jax_1","Isaiah McKenzie","M/McKeIs00","1","0","0","0","0.0","BUF",,,
"3252",":stat_player_game_return","202110170cle","0","0","0","0","","202110170cle_2","Demetric Felton","F/FeltDe00","2","21","0","29","14.5","CLE",,,
"3258",":stat_player_game_return","202110170cle","2","35","0","54","27.0","202110170cle_3","Anthony Schwartz","S/SchwAn00","0","0","0","0","","CLE",,,
"3260",":stat_player_game_return","202109260nyg","1","10","0","10","10.0","202109260nyg_3","Keith Smith","S/SmitKe03","0","0","0","0","","ATL",,,
"3264",":stat_player_game_return","202111070jax","0","0","0","0","","202111070jax_2","Jamal Agnew","A/AgneJa00","1","14","0","14","14.0","JAX",,,
"3277",":stat_player_game_return","202109260nyg","0","0","0","0","","202109260nyg_4","Jabrill Peppers","P/PeppJa00","2","19","0","36","18.0","NYG",,,
"3287",":stat_player_game_return","202109260nyg","1","6","0","6","6.0","202109260nyg_5","C.J. Board","B/BoarC.00","0","0","0","0","","NYG",,,
"3294",":stat_player_game_return","202109190tam","4","19","0","59","14.8","202109190tam_1","Avery Williams","W/WillAv02","2","6","0","11","5.5","ATL",,,
"3298",":stat_player_game_return","202110180oti","3","30","0","77","25.7","202110180oti_1","Isaiah McKenzie","M/McKeIs00","2","6","0","6","3.0","BUF",,,
"3310",":stat_player_game_return","202112120car","1","38","0","38","38.0","202112120car_1","Avery Williams","W/WillAv02","0","0","0","0","","ATL",,,
"3313",":stat_player_game_return","202110030den","0","0","0","0","","202110030den_1","Devin Duvernay","D/DuveDe00","3","42","0","64","21.3","BAL",,,
"3315",":stat_player_game_return","202110180oti","0","0","0","0","","202110180oti_2","Chester Rogers","R/RogeCh02","1","0","0","0","0.0","TEN",,,
"3322",":stat_player_game_return","202109190tam","1","27","0","27","27.0","202109190tam_2","Cordarrelle Patterson","P/PattCo00","0","0","0","0","","ATL",,,
"3325",":stat_player_game_return","202112120car","3","26","0","75","25.0","202112120car_2","Ameer Abdullah","A/AbduAm00","0","0","0","0","","CAR",,,
"3326",":stat_player_game_return","202110240nyg","0","0","0","0","","202110240nyg_1","Alex Erickson","E/EricAl01","2","10","0","14","7.0","CAR",,,
"3330",":stat_player_game_return","202110310atl","0","0","0","0","","202110310atl_1","Avery Williams","W/WillAv02","2","13","0","21","10.5","ATL",,,
"3331",":stat_player_game_return","202110180oti","5","20","0","80","16.0","202110180oti_3","Cameron Batson","B/BatsCa00","0","0","0","0","","TEN",,,
"3335",":stat_player_game_return","202110030den","2","19","0","36","18.0","202110030den_2","Diontae Spencer","S/SpenDi00","2","8","0","13","6.5","DEN",,,
"3340",":stat_player_game_return","202109190mia","0","0","0","0","","202109190mia_1","Isaiah McKenzie","M/McKeIs00","2","20","0","33","16.5","BUF",,,
"3343",":stat_player_game_return","202110180oti","2","31","0","52","26.0","202110180oti_4","Marcus Johnson","J/JohnMa07","0","0","0","0","","TEN",,,
"3344",":stat_player_game_return","202110240mia","0","0","0","0","","202110240mia_1","Olamide Zaccheaus","Z/ZaccOl01","1","17","0","17","17.0","ATL",,,
"3346",":stat_player_game_return","202109190tam","1","16","0","16","16.0","202109190tam_3","Giovani Bernard","B/BernGi00","0","0","0","0","","TAM",,,
"3347",":stat_player_game_return","202110310atl","1","25","0","25","25.0","202110310atl_2","Cordarrelle Patterson","P/PattCo00","0","0","0","0","","ATL",,,
"3353",":stat_player_game_return","202110030den","0","0","0","0","","202110030den_3","Kendall Hinton","H/HintKe00","1","9","0","9","9.0","DEN",,,
"3355",":stat_player_game_return","202110240mia","2","24","0","43","21.5","202110240mia_2","Cordarrelle Patterson","P/PattCo00","0","0","0","0","","ATL",,,
"3357",":stat_player_game_return","202109190mia","1","31","0","31","31.0","202109190mia_2","Jakeem Grant","G/GranJa00","1","1","0","1","1.0","MIA",,,
"3359",":stat_player_game_return","202110240nyg","3","16","0","39","13.0","202110240nyg_2","Ameer Abdullah","A/AbduAm00","0","0","0","0","","CAR",,,
"3364",":stat_player_game_return","202111250nor","0","0","0","0","","202111250nor_1","Marquez Stevenson","S/StevMa00","5","18","0","49","9.8","BUF",,,
"3369",":stat_player_game_return","202109190tam","1","24","0","24","24.0","202109190tam_4","Jaydon Mickens","M/MickJa01","0","0","0","0","","TAM",,,
"3373",":stat_player_game_return","202109190mia","0","0","0","0","","202109190mia_3","Jaylen Waddle","W/WaddJa00","1","0","0","0","0.0","MIA",,,
"3375",":stat_player_game_return","202110240mia","0","0","0","0","","202110240mia_3","Jevon Holland","H/HollJe02","2","16","0","16","8.0","MIA",,,
"3380",":stat_player_game_return","202110240nyg","0","0","0","0","","202110240nyg_3","Jabrill Peppers","P/PeppJa00","4","6","0","12","3.0","NYG",,,
"3389",":stat_player_game_return","202111250nor","4","18","0","61","15.3","202111250nor_2","Deonte Harty","H/HarrDe07","1","12","0","12","12.0","NOR",,,
"3393",":stat_player_game_return","202110240mia","2","16","0","29","14.5","202110240mia_4","Myles Gaskin","G/GaskMy00","0","0","0","0","","MIA",,,
"3395",":stat_player_game_return","202110240nyg","0","0","0","0","","202110240nyg_4","Dante Pettis","P/PettDa00","1","0","0","0","0.0","NYG",,,
"3399",":stat_player_game_return","202109190tam","1","19","0","19","19.0","202109190tam_5","Scott Miller","M/MillSc01","0","0","0","0","","TAM",,,
"3418",":stat_player_game_return","202111210sea","1","27","0","27","27.0","202111210sea_1","Rondale Moore","M/MoorRo02","2","12","0","20","10.0","ARI",,,
"3430",":stat_player_game_return","202110240nyg","1","23","0","23","23.0","202110240nyg_5","Darnay Holmes","H/HolmDa01","0","0","0","0","","NYG",,,
"3447",":stat_player_game_return","202111210sea","1","19","0","19","19.0","202111210sea_2","Eno Benjamin","B/BenjEn00","0","0","0","0","","ARI",,,
"3463",":stat_player_game_return","202111210sea","0","0","0","0","","202111210sea_3","Freddie Swain","S/SwaiFr00","2","6","0","9","4.5","SEA",,,
"3478",":stat_player_game_return","202111210sea","1","20","0","20","20.0","202111210sea_4","DeeJay Dallas","D/DallDe00","0","0","0","0","","SEA",,,
"3513",":stat_player_game_return","202111140dal","0","0","0","0","","202111140dal_1","Avery Williams","W/WillAv02","3","6","0","11","3.7","ATL",,,
"3540",":stat_player_game_return","202111140dal","0","0","0","0","","202111140dal_2","CeeDee Lamb","L/LambCe00","2","16","0","19","9.5","DAL",,,
"3558",":stat_player_game_return","202111140dal","1","29","0","29","29.0","202111140dal_3","Tony Pollard","P/PollTo00","0","0","0","0","","DAL",,,
"3577",":stat_player_game_return","202111140nyj","0","0","0","0","","202111140nyj_1","Isaiah McKenzie","M/McKeIs00","1","26","0","26","26.0","BUF",,,
"3599",":stat_player_game_return","202111140nyj","1","14","0","14","14.0","202111140nyj_2","Taiwan Jones","J/JoneTa00","0","0","0","0","","BUF",,,
"3636",":stat_player_game_return","202111140nyj","0","0","0","0","","202111140nyj_3","Braxton Berrios","B/BerrBr00","1","8","0","8","8.0","NYJ",,,
"3666",":stat_player_game_return","202111140nyj","4","33","0","86","21.5","202111140nyj_4","Tevin Coleman","C/ColeTe01","0","0","0","0","","NYJ",,,
"5539",":stat_player_game_return","202112120tam","1","29","0","29","29.0","202112120tam_1","Marquez Stevenson","S/StevMa00","2","5","0","9","4.5","BUF",,,
"5549",":stat_player_game_return","202112120tam","3","16","0","39","13.0","202112120tam_2","Jaelon Darden","D/DardJa00","1","10","0","10","10.0","TAM",,,
"5569",":stat_player_game_return","202201170ram","0","0","0","0","","202201170ram_1","Christian Kirk","K/KirkCh01","1","0","0","0","0.0","ARI",,,
"5576",":stat_player_game_return","202201170ram","1","15","0","15","15.0","202201170ram_2","Rondale Moore","M/MoorRo02","0","0","0","0","","ARI",,,
"5584",":stat_player_game_return","202201170ram","2","21","0","28","14.0","202201170ram_3","Brandon Powell","P/PoweBr00","2","11","0","19","9.5","LAR",,,
"5587",":stat_player_game_return","202201020buf","1","23","0","23","23.0","202201020buf_1","Cordarrelle Patterson","P/PattCo00","0","0","0","0","","ATL",,,
"5596",":stat_player_game_return","202201020buf","1","2","0","2","2.0","202201020buf_2","Avery Williams","W/WillAv02","0","0","0","0","","ATL",,,
"5598",":stat_player_game_return","202201020dal","0","0","0","0","","202201020dal_1","Christian Kirk","K/KirkCh01","1","-5","0","-5","-5.0","ARI",,,
"5599",":stat_player_game_return","202112120cle","3","23","0","54","18.0","202112120cle_1","Devin Duvernay","D/DuveDe00","0","0","0","0","","BAL",,,
"5605",":stat_player_game_return","202201020dal","0","0","0","0","","202201020dal_2","CeeDee Lamb","L/LambCe00","2","17","0","15","7.5","DAL",,,
"5611",":stat_player_game_return","202112190det","2","31","0","48","24.0","202112190det_1","Rondale Moore","M/MoorRo02","2","12","0","18","9.0","ARI",,,
"5613",":stat_player_game_return","202201020buf","3","26","0","74","24.7","202201020buf_3","Marquez Stevenson","S/StevMa00","2","19","0","9","4.5","BUF",,,
"5614",":stat_player_game_return","202201020dal","3","20","0","58","19.3","202201020dal_3","Corey Clement","C/ClemCo00","0","0","0","0","","DAL",,,
"5618",":stat_player_game_return","202112120cle","1","21","0","21","21.0","202112120cle_2","Jojo Natson","N/NatsJo00","3","8","0","15","5.0","CLE",,,
"5620",":stat_player_game_return","202112190det","1","31","0","31","31.0","202112190det_2","Andy Isabella","I/IsabAn00","0","0","0","0","","ARI",,,
"5626",":stat_player_game_return","202112120cle","0","0","0","0","","202112120cle_3","Demetric Felton","F/FeltDe00","2","0","0","0","0.0","CLE",,,
"5629",":stat_player_game_return","202112190det","0","0","0","0","","202112190det_3","Kalif Raymond","R/RaymKa00","2","14","0","24","12.0","DET",,,
"5630",":stat_player_game_return","202112260cin","2","22","0","22","11.0","202112260cin_1","James Proche","P/ProcJa00","0","0","0","0","","BAL",,,
"5631",":stat_player_game_return","202112190sfo","3","33","0","79","26.3","202112190sfo_1","Avery Williams","W/WillAv02","1","23","0","23","23.0","ATL",,,
"5633",":stat_player_game_return","202112120cle","2","13","0","19","9.5","202112120cle_4","Andy Janovich","J/JanoAn00","0","0","0","0","","CLE",,,
"5634",":stat_player_game_return","202112190det","1","17","0","17","17.0","202112190det_4","Godwin Igwebuike","I/IgweGo00","0","0","0","0","","DET",,,
"5635",":stat_player_game_return","202112260cin","2","24","0","39","19.5","202112260cin_2","Tylan Wallace","W/WallTy00","0","0","0","0","","BAL",,,
"5637",":stat_player_game_return","202112190sfo","1","24","0","24","24.0","202112190sfo_2","Olamide Zaccheaus","Z/ZaccOl01","0","0","0","0","","ATL",,,
"5642",":stat_player_game_return","202112260cin","3","25","0","45","15.0","202112260cin_3","Trent Taylor","T/TaylTr02","2","10","0","16","8.0","CIN",,,
"5650",":stat_player_game_return","202112190sfo","0","0","0","0","","202112190sfo_3","Brandon Aiyuk","A/AiyuBr00","2","10","0","8","4.0","SFO",,,
"5658",":stat_player_game_return","202112190sfo","2","13","0","13","6.5","202112190sfo_4","Jamycal Hasty","H/HastJa02","0","0","0","0","","SFO",,,
"5770",":stat_player_game_return","202111280mia","0","0","0","0","","202111280mia_1","Jevon Holland","H/HollJe02","2","12","0","19","9.5","MIA",,,
"5779",":stat_player_game_return","202111280mia","0","0","0","0","","202111280mia_2","Jaylen Waddle","W/WaddJa00","1","7","0","7","7.0","MIA",,,
"5790",":stat_player_game_return","202111140crd","0","0","0","0","","202111140crd_1","Alex Erickson","E/EricAl01","2","12","0","22","11.0","CAR",,,
"5795",":stat_player_game_return","202111140crd","1","26","0","26","26.0","202111140crd_2","Ameer Abdullah","A/AbduAm00","0","0","0","0","","CAR",,,
"5805",":stat_player_game_return","202111140crd","0","0","0","0","","202111140crd_3","Greg Dortch","D/DortGr01","3","17","0","24","8.0","ARI",,,
"5810",":stat_player_game_return","202111140crd","2","28","0","55","27.5","202111140crd_4","Eno Benjamin","B/BenjEn00","0","0","0","0","","ARI",,,
"6780",":stat_player_game_return","202201020nor","1","18","0","18","18.0","202201020nor_1","Ameer Abdullah","A/AbduAm00","0","0","0","0","","CAR",,,
"6788",":stat_player_game_return","202201020nor","2","32","0","63","31.5","202201020nor_2","Deonte Harty","H/HarrDe07","4","3","0","8","2.0","NOR",,,
"6827",":stat_player_game_return","202109190clt","0","0","0","0","","202109190clt_1","Tutu Atwell","A/AtweTu00","1","0","0","0","0.0","LAR",,,
"6836",":stat_player_game_return","202109190clt","3","28","0","70","23.3","202109190clt_2","Jake Funk","F/FunkJa00","0","0","0","0","","LAR",,,
"6838",":stat_player_game_return","202112260nwe","2","31","0","49","24.5","202112260nwe_1","Marquez Stevenson","S/StevMa00","3","15","0","34","11.3","BUF",,,
"6845",":stat_player_game_return","202109190clt","1","41","0","41","41.0","202109190clt_3","Isaiah Rodgers","R/RodgIs00","0","0","0","0","","IND",,,
"6847",":stat_player_game_return","202112260nwe","2","17","0","19","9.5","202112260nwe_2","Gunner Olszewski","O/OlszGu00","0","0","0","0","","NWE",,,
"6858",":stat_player_game_return","202109120cin","0","0","0","0","","202109120cin_1","Dede Westbrook","W/WestDe00","1","12","0","12","12.0","MIN",,,
"6865",":stat_player_game_return","202109120cin","1","21","0","21","21.0","202109120cin_2","Ihmir Smith-Marsette","S/SmitIh00","0","0","0","0","","MIN",,,
"6867",":stat_player_game_return","202201230kan","1","22","0","22","22.0","202201230kan_1","Isaiah McKenzie","M/McKeIs00","0","0","0","0","","BUF",,,
"6872",":stat_player_game_return","202109120cin","0","0","0","0","","202109120cin_3","Darius Phillips","P/PhilDa02","5","15","0","53","10.6","CIN",,,
"6875",":stat_player_game_return","202109120nwe","0","0","0","0","","202109120nwe_1","Jakeem Grant","G/GranJa00","1","18","0","18","18.0","MIA",,,
"6877",":stat_player_game_return","202201230kan","0","0","0","0","","202201230kan_2","Tyreek Hill","H/HillTy00","1","45","0","45","45.0","KAN",,,
"6881",":stat_player_game_return","202109120cin","1","11","0","11","11.0","202109120cin_4","Brandon Wilson","W/WilsBr01","0","0","0","0","","CIN",,,
"6883",":stat_player_game_return","202109120nwe","1","17","0","17","17.0","202109120nwe_2","Gunner Olszewski","O/OlszGu00","3","14","0","20","6.7","NWE",,,
"6886",":stat_player_game_return","202201230kan","0","0","0","0","","202201230kan_3","Mike Hughes","H/HughMi00","1","15","0","15","15.0","KAN",,,
"6892",":stat_player_game_return","202201090tam","4","39","0","116","29.0","202201090tam_1","Ameer Abdullah","A/AbduAm00","0","0","0","0","","CAR",,,
"6896",":stat_player_game_return","202109120nwe","1","23","0","23","23.0","202109120nwe_3","Brandon Bolden","B/BoldBr00","0","0","0","0","","NWE",,,
"6897",":stat_player_game_return","202201230kan","1","26","0","26","26.0","202201230kan_4","Byron Pringle","P/PrinBy00","0","0","0","0","","KAN",,,
"6902",":stat_player_game_return","202201090tam","3","34","0","75","25.0","202201090tam_2","Jaelon Darden","D/DardJa00","1","4","0","4","4.0","TAM",,,
"6917",":stat_player_game_return","202109120nor","0","0","0","0","","202109120nor_1","Amari Rodgers","R/RodgAm00","1","17","0","17","17.0","GNB",,,
"6921",":stat_player_game_return","202112190buf","0","0","0","0","","202112190buf_1","Alex Erickson","E/EricAl01","1","16","0","16","16.0","CAR",,,
"6925",":stat_player_game_return","202109120nor","2","17","0","29","14.5","202109120nor_2","Kylin Hill","H/HillKy00","0","0","0","0","","GNB",,,
"6929",":stat_player_game_return","202112190buf","4","21","0","70","17.5","202112190buf_2","Ameer Abdullah","A/AbduAm00","0","0","0","0","","CAR",,,
"6931",":stat_player_game_return","202109120nor","0","0","0","0","","202109120nor_3","Deonte Harty","H/HarrDe07","1","13","0","13","13.0","NOR",,,
"6937",":stat_player_game_return","202112190buf","1","13","0","13","13.0","202112190buf_3","Marquez Stevenson","S/StevMa00","2","17","0","31","15.5","BUF",,,
"6943",":stat_player_game_return","202112190buf","2","28","0","36","18.0","202112190buf_4","Isaiah McKenzie","M/McKeIs00","0","0","0","0","","BUF",,,
"6955",":stat_player_game_return","202109120kan","1","13","0","13","13.0","202109120kan_1","Demetric Felton","F/FeltDe00","1","4","0","4","4.0","CLE",,,
"6963",":stat_player_game_return","202109120kan","0","0","0","0","","202109120kan_2","Mecole Hardman","H/HardMe00","1","7","0","7","7.0","KAN",,,
"6969",":stat_player_game_return","202109120kan","2","24","0","44","22.0","202109120kan_3","Byron Pringle","P/PrinBy00","0","0","0","0","","KAN",,,
"8031",":stat_player_game_return","202109190nyj","1","18","0","18","18.0","202109190nyj_1","Devin McCourty","M/McCoDe99","0","0","0","0","","NWE",,,
"8034",":stat_player_game_return","202109190sdg","3","24","0","71","23.7","202109190sdg_1","Tony Pollard","P/PollTo00","0","0","0","0","","DAL",,,
"8047",":stat_player_game_return","202109190nyj","4","38","0","95","23.8","202109190nyj_2","Braxton Berrios","B/BerrBr00","1","6","0","6","6.0","NYJ",,,
"8050",":stat_player_game_return","202109190sdg","0","0","0","0","","202109190sdg_2","K.J. Hill","H/HillKJ00","1","6","0","6","6.0","LAC",,,
"8090",":stat_player_game_return","202109090tam","0","0","0","0","","202109090tam_1","CeeDee Lamb","L/LambCe00","1","12","0","12","12.0","DAL",,,
"8093",":stat_player_game_return","202109120htx","0","0","0","0","","202109120htx_1","Jamal Agnew","A/AgneJa00","2","1","0","1","0.5","JAX",,,
"8095",":stat_player_game_return","202109090tam","0","0","0","0","","202109090tam_2","Cedrick Wilson Jr.","W/WilsCe01","1","2","0","2","2.0","DAL",,,
"8099",":stat_player_game_return","202109120htx","2","24","0","47","23.5","202109120htx_2","Andre Roberts","R/RobeAn00","3","9","0","17","5.7","HOU",,,
"8100",":stat_player_game_return","202109120atl","0","0","0","0","","202109120atl_1","Jalen Reagor","R/ReagJa00","4","11","0","19","4.8","PHI",,,
"8105",":stat_player_game_return","202109090tam","3","41","0","92","30.7","202109090tam_3","Jaydon Mickens","M/MickJa01","2","7","0","21","10.5","TAM",,,
"8107",":stat_player_game_return","202109120det","0","0","0","0","","202109120det_1","Brandon Aiyuk","A/AiyuBr00","1","7","0","7","7.0","SFO",,,
"8109",":stat_player_game_return","202109120atl","2","22","0","40","20.0","202109120atl_2","Quez Watkins","W/WatkQu00","0","0","0","0","","PHI",,,
"8113",":stat_player_game_return","202109120det","0","0","0","0","","202109120det_2","Mohamed Sanu","S/SanuMo00","1","11","0","11","11.0","SFO",,,
"8116",":stat_player_game_return","202109120det","4","19","0","70","17.5","202109120det_3","Ambry Thomas","T/ThomAm00","0","0","0","0","","SFO",,,
"8122",":stat_player_game_return","202109120atl","1","4","0","4","4.0","202109120atl_3","Avery Williams","W/WillAv02","2","7","0","11","5.5","ATL",,,
"8123",":stat_player_game_return","202109120det","4","27","0","55","13.8","202109120det_4","Godwin Igwebuike","I/IgweGo00","0","0","0","0","","DET",,,
"8129",":stat_player_game_return","202109120atl","1","25","0","25","25.0","202109120atl_4","Cordarrelle Patterson","P/PattCo00","0","0","0","0","","ATL",,,
"8144",":stat_player_game_return","202109120car","0","0","0","0","","202109120car_1","Braxton Berrios","B/BerrBr00","1","15","0","15","15.0","NYJ",,,
"8150",":stat_player_game_return","202109120car","0","0","0","0","","202109120car_2","Alex Erickson","E/EricAl01","3","15","0","31","10.3","CAR",,,
"8158",":stat_player_game_return","202109120was","0","0","0","0","","202109120was_1","K.J. Hill","H/HillKJ00","1","3","0","3","3.0","LAC",,,
"8161",":stat_player_game_return","202109120car","0","0","0","0","","202109120car_3","D.J. Moore","M/MoorD.00","1","9","0","9","9.0","CAR",,,
"8168",":stat_player_game_return","202109120car","1","21","0","21","21.0","202109120car_4","Chuba Hubbard","H/HubbCh01","0","0","0","0","","CAR",,,
"8176",":stat_player_game_return","202109120was","2","19","0","35","17.5","202109120was_2","Nasir Adderley","A/AddeNa00","0","0","0","0","","LAC",,,
"8177",":stat_player_game_return","202109120car","1","21","0","21","21.0","202109120car_5","Tommy Tremble","T/TremTo00","0","0","0","0","","CAR",,,
"8178",":stat_player_game_return","202109190cle","3","19","0","54","18.0","202109190cle_1","Andre Roberts","R/RobeAn00","1","0","0","0","0.0","HOU",,,
"8185",":stat_player_game_return","202109190cle","1","27","0","27","27.0","202109190cle_2","Desmond King","K/KingDe01","0","0","0","0","","HOU",,,
"8187",":stat_player_game_return","202109200gnb","0","0","0","0","","202109200gnb_1","Kalif Raymond","R/RaymKa00","1","10","0","10","10.0","DET",,,
"8192",":stat_player_game_return","202109200gnb","2","33","0","54","27.0","202109200gnb_2","Godwin Igwebuike","I/IgweGo00","0","0","0","0","","DET",,,
"8195",":stat_player_game_return","202109190cle","2","25","0","41","20.5","202109190cle_3","Demetric Felton","F/FeltDe00","3","15","0","22","7.3","CLE",,,
"8196",":stat_player_game_return","202109120was","3","31","0","65","21.7","202109120was_3","DeAndre Carter","C/CartDe02","2","14","0","22","11.0","WAS",,,
"8197",":stat_player_game_return","202109200gnb","0","0","0","0","","202109200gnb_3","Amari Rodgers","R/RodgAm00","1","2","0","2","2.0","GNB",,,
"8211",":stat_player_game_return","202109200gnb","2","41","0","60","30.0","202109200gnb_4","Kylin Hill","H/HillKy00","0","0","0","0","","GNB",,,
"9227",":stat_player_game_return","202109120ram","0","0","0","0","","202109120ram_1","Nsimba Webster","W/WebsNs00","1","3","0","3","3.0","CHI",,,
