"_id","_labels","age","av_career","av_team","college","first_tap","games","int","label","pass_att","pass_cmp","pass_int","pass_td","pass_yd","pick","player","pos","pro_bowl","rec","rec_td","rec_yd","round","rush_att","rush_td","rush_yd","sack","solo","starter","tag","team","url_college","url_college_stats","url_player","year","year_max","_start","_end","_type"
"212797",":picks","22","1","1","Northwestern St. (LA)","0","7","2","2006_86","0","0","0","0","0","87","David Pittman","DB","0","0","0","0","3","0","0","0","","9","0","rav","Baltimore Ravens","https://www.pro-football-reference.com/schools/nwstate(la)/","","/players/P/PittDa99.htm","2006","2007",,,
"212798",":picks","22","31","25","Virginia Tech","0","123","3","2006_87","0","0","0","0","0","88","James Anderson","LB","0","0","0","0","3","0","0","0","12.0","421","4","car","Carolina Panthers","https://www.pro-football-reference.com/schools/virginiatech/","http://www.sports-reference.com/cfb/players/james-anderson-1.html","/players/A/AndeJa21.htm","2006","2015",,,
"212799",":picks","23","7","","Miami (FL)","0","51","","2006_88","0","0","0","0","0","89","Rashad Butler","T","0","0","0","0","3","0","0","0","","","0","car","Carolina Panthers","https://www.pro-football-reference.com/schools/miami(fl)/","http://www.sports-reference.com/cfb/players/rashad-butler-1.html","/players/B/ButlRa20.htm","2006","2013",,,
"212800",":picks","21","5","5","Notre Dame","0","81","","2006_89","0","0","0","0","0","90","Maurice Stovall","WR","0","52","3","668","3","2","0","29","","37","0","tam","Tampa Bay Buccaneers","https://www.pro-football-reference.com/schools/notredame/","http://www.sports-reference.com/cfb/players/maurice-stovall-1.html","/players/S/StovMa00.htm","2006","2012",,,
"212801",":picks","22","39","10","USC","0","157","1","2006_90","0","0","0","0","0","91","Frostee Rucker","DE","0","0","0","0","3","0","0","0","21.5","201","5","cin","Cincinnati Bengals","https://www.pro-football-reference.com/schools/usc/","http://www.sports-reference.com/cfb/players/frostee-rucker-1.html","/players/R/RuckFr99.htm","2006","2018",,,
"212802",":picks","24","34","23","Grambling St.","0","147","1","2006_91","0","0","0","0","0","92","Jason Hatcher","DE","1","0","0","0","3","0","0","0","34.5","177","5","dal","Dallas Cowboys","https://www.pro-football-reference.com/schools/gramblingst/","","/players/H/HatcJa20.htm","2006","2015",,,
"212803",":picks","22","0","0","USC","0","17","","2006_92","0","0","0","0","0","93","Dominique Byrd","TE","0","6","1","83","3","0","0","0","","","0","ram","St. Louis Rams","https://www.pro-football-reference.com/schools/usc/","http://www.sports-reference.com/cfb/players/dominique-byrd-1.html","/players/B/ByrdDo00.htm","2006","2011",,,
"212804",":picks","23","15","15","San Diego St.","0","55","1","2006_93","0","0","0","0","0","94","Freddy Keiaho","LB","0","0","0","0","3","0","0","0","1.5","189","2","clt","Indianapolis Colts","https://www.pro-football-reference.com/schools/sandiegost/","http://www.sports-reference.com/cfb/players/freddy-keiaho-1.html","/players/K/KeiaFr20.htm","2006","2009",,,
"212805",":picks","23","1","1","Florida St.","0","7","","2006_94","0","0","0","0","0","95","Willie Reid","WR","0","4","0","54","3","0","0","0","","","0","pit","Pittsburgh Steelers","https://www.pro-football-reference.com/schools/floridast/","http://www.sports-reference.com/cfb/players/willie-reid-1.html","/players/R/ReidWi00.htm","2006","2007",,,
"212806",":picks","23","6","6","Georgia Tech","0","58","","2006_95","0","0","0","0","0","96","Gerris Wilkinson","LB","0","0","0","0","3","0","0","0","","54","0","nyg","New York Giants","https://www.pro-football-reference.com/schools/georgiatech/","http://www.sports-reference.com/cfb/players/gerris-wilkinson-1.html","/players/W/WilkGe20.htm","2006","2010",,,
"212807",":picks","23","18","18","Michigan St.","0","96","6","2006_96","0","0","0","0","0","97","Eric Smith","DB","0","1","0","27","3","0","0","0","3.5","225","1","nyj","New York Jets","https://www.pro-football-reference.com/schools/michiganst/","http://www.sports-reference.com/cfb/players/eric-smith-2.html","/players/S/SmitEr22.htm","2006","2012",,,
"212808",":picks","23","41","35","Wisconsin","0","131","","2006_97","0","0","0","0","0","98","Owen Daniels","TE","2","479","36","5661","4","0","0","0","","2","9","htx","Houston Texans","https://www.pro-football-reference.com/schools/wisconsin/","http://www.sports-reference.com/cfb/players/owen-daniels-1.html","/players/D/DaniOw00.htm","2006","2015",,,
"212809",":picks","22","14","14","Georgia","0","42","","2006_98","0","0","0","0","0","99","Max Jean-Gilles","G","0","0","0","0","4","0","0","0","","","2","phi","Philadelphia Eagles","https://www.pro-football-reference.com/schools/georgia/","http://www.sports-reference.com/cfb/players/max-jean-gilles-1.html","/players/J/JeanMa20.htm","2006","2010",,,
"212810",":picks","23","7","4","Penn St.","0","112","","2006_99","2","1","0","0","28","100","Michael Robinson","WR","1","75","3","610","4","115","2","422","","55","1","sfo","San Francisco 49ers","https://www.pro-football-reference.com/schools/pennst/","http://www.sports-reference.com/cfb/players/michael-robinson-1.html","/players/R/RobiMi00.htm","2006","2013",,,
"212811",":picks","21","1","","USC","0","5","","2006_100","0","0","0","0","0","101","Darnell Bing","DB","0","0","0","0","4","0","0","0","","4","0","rai","Oakland Raiders","https://www.pro-football-reference.com/schools/usc/","http://www.sports-reference.com/cfb/players/darnell-bing-1.html","/players/B/BingDa00.htm","2006","2009",,,
"212812",":picks","23","7","6","Penn St.","0","43","2","2006_101","0","0","0","0","0","102","Calvin Lowry","DB","0","0","0","0","4","0","0","0","","68","0","oti","Tennessee Titans","https://www.pro-football-reference.com/schools/pennst/","http://www.sports-reference.com/cfb/players/calvin-lowry-1.html","/players/L/LowrCa20.htm","2006","2008",,,
"212813",":picks","22","17","12","Missouri","0","127","","2006_102","10","4","2","1","51","103","Brad Smith","QB","0","104","5","987","4","134","4","972","","68","1","nyj","New York Jets","https://www.pro-football-reference.com/schools/missouri/","http://www.sports-reference.com/cfb/players/brad-smith-1.html","/players/S/SmitBr01.htm","2006","2014",,,
"212814",":picks","22","12","10","South Carolina","0","41","3","2006_103","0","0","0","0","0","105","Ko Simpson","DB","0","0","0","0","4","0","0","0","1.0","129","2","buf","Buffalo Bills","https://www.pro-football-reference.com/schools/socarolina/","http://www.sports-reference.com/cfb/players/ko-simpson-1.html","/players/S/SimpKo20.htm","2006","2009",,,
"212815",":picks","22","1","","Tulsa","0","16","","2006_104","0","0","0","0","0","106","Garrett Mills","FB","0","9","0","110","4","0","0","0","","4","0","nwe","New England Patriots","https://www.pro-football-reference.com/schools/tulsa/","http://www.sports-reference.com/cfb/players/garrett-mills-1.html","/players/M/MillGa01.htm","2006","2010",,,
"212816",":picks","22","11","11","Michigan","0","62","","2006_105","0","0","0","0","0","107","Gabe Watson","DT","0","0","0","0","4","0","0","0","2.0","81","1","crd","Arizona Cardinals","https://www.pro-football-reference.com/schools/michigan/","","/players/W/WatsGa20.htm","2006","2010",,,
"212817",":picks","23","114","110","Bloomsburg","4","183","","2006_106","0","0","0","0","0","108","Jahri Evans","T","6","0","0","0","4","0","0","0","","","12","nor","New Orleans Saints","https://www.pro-football-reference.com/schools/bloomsburg/","","/players/E/EvanJa21.htm","2006","2017",,,
"212818",":picks","23","29","25","Michigan","0","148","","2006_107","0","0","0","0","0","109","Jason Avant","WR","0","346","13","4118","4","2","0","2","","22","3","phi","Philadelphia Eagles","https://www.pro-football-reference.com/schools/michigan/","http://www.sports-reference.com/cfb/players/jason-avant-1.html","/players/A/AvanJa00.htm","2006","2015",,,
"212819",":picks","23","9","8","Miami (FL)","0","61","","2006_108","0","0","0","0","0","110","Leon Williams","LB","0","0","0","0","4","0","0","0","5.0","129","0","cle","Cleveland Browns","https://www.pro-football-reference.com/schools/miami(fl)/","http://www.sports-reference.com/cfb/players/leon-williams-1.html","/players/W/WillLe20.htm","2006","2012",,,
"212820",":picks","23","9","9","Oregon","0","46","","2006_109","0","0","0","0","0","111","Demetrius Williams","WR","0","63","4","1008","4","0","0","0","","","0","rav","Baltimore Ravens","https://www.pro-football-reference.com/schools/oregon/","http://www.sports-reference.com/cfb/players/demetrius-williams-1.html","/players/W/WillDe03.htm","2006","2010",,,
"212821",":picks","24","1","1","Indiana","0","17","","2006_110","0","0","0","0","0","112","Isaac Sowells","T","0","0","0","0","4","0","0","0","","","0","cle","Cleveland Browns","https://www.pro-football-reference.com/schools/indiana/","","/players/S/SoweIs20.htm","2006","2008",,,
"212822",":picks","23","13","13","Indiana","0","53","","2006_111","0","0","0","0","0","113","Victor Adeyanju","DE","0","0","0","0","4","0","0","0","3.0","109","2","ram","St. Louis Rams","https://www.pro-football-reference.com/schools/indiana/","http://www.sports-reference.com/cfb/players/victor-adeyanju-1.html","/players/A/AdeyVi20.htm","2006","2009",,,
"212823",":picks","21","16","6","Boston Col.","0","96","4","2006_112","0","0","0","0","0","115","Will Blackmon","DB","0","0","0","0","4","0","0","0","3.5","159","2","gnb","Green Bay Packers","https://www.pro-football-reference.com/schools/bostoncol/","http://www.sports-reference.com/cfb/players/will-blackmon-1.html","/players/B/BlacWi20.htm","2006","2016",,,
"212824",":picks","21","49","20","North Carolina St.","0","159","5","2006_113","0","0","0","0","0","116","Stephen Tulloch","LB","0","0","0","0","4","0","0","0","14.5","683","7","oti","Tennessee Titans","https://www.pro-football-reference.com/schools/nocarolinast/","http://www.sports-reference.com/cfb/players/stephen-tulloch-1.html","/players/T/TullSt20.htm","2006","2016",,,
"212825",":picks","24","30","23","Florida St.","1","126","","2006_114","1","1","0","0","36","117","Leon Washington","RB","2","168","4","1286","4","487","16","2271","","5","1","nyj","New York Jets","https://www.pro-football-reference.com/schools/floridast/","http://www.sports-reference.com/cfb/players/leon-washington-1.html","/players/W/WashLe00.htm","2006","2014",,,
"212826",":picks","22","37","36","Memphis","2","219","","2006_115","0","0","0","0","0","118","Stephen Gostkowski","K","4","0","0","0","4","0","0","0","","19","0","nwe","New England Patriots","https://www.pro-football-reference.com/schools/memphis/","http://www.sports-reference.com/cfb/players/stephen-gostkowski-1.html","/players/G/GostSt20.htm","2006","2020",,,
"212827",":picks","22","83","27","Central Florida","1","179","","2006_116","1","0","0","0","0","119","Brandon Marshall","WR","6","970","83","12351","4","20","0","118","","6","10","den","Denver Broncos","https://www.pro-football-reference.com/schools/centralflorida/","http://www.sports-reference.com/cfb/players/brandon-marshall-1.html","/players/M/MarsBr00.htm","2006","2018",,,
"212828",":picks","22","5","5","Arizona St.","0","54","","2006_117","0","0","0","0","0","120","Jamar Williams","LB","0","0","0","0","4","0","0","0","1.0","70","0","chi","Chicago Bears","https://www.pro-football-reference.com/schools/arizonast/","http://www.sports-reference.com/cfb/players/jamar-williams-1.html","/players/W/WillJa21.htm","2006","2010",,,
"212829",":picks","22","1","1","Ohio St.","0","24","","2006_118","0","0","0","0","0","121","Nate Salley","DB","0","0","0","0","4","0","0","0","","9","0","car","Carolina Panthers","https://www.pro-football-reference.com/schools/ohiost/","http://www.sports-reference.com/cfb/players/nate-salley-1.html","/players/S/SallNa20.htm","2006","2008",,,
"212830",":picks","21","68","60","Michigan St.","0","214","","2006_119","0","0","0","0","0","123","Domata Peko","DT","0","0","0","0","4","0","0","0","20.0","321","12","cin","Cincinnati Bengals","https://www.pro-football-reference.com/schools/michiganst/","http://www.sports-reference.com/cfb/players/domata-peko-1.html","/players/P/PekoDo20.htm","2006","2020",,,
"212831",":picks","22","46","30","Northwestern","0","138","","2006_120","0","0","0","0","0","124","Barry Cofield","DT","0","0","0","0","4","0","0","0","19.5","208","8","nyg","New York Giants","https://www.pro-football-reference.com/schools/northwestern/","http://www.sports-reference.com/cfb/players/barry-cofield-1.html","/players/C/CofiBa20.htm","2006","2015",,,
"212832",":picks","21","0","0","LSU","0","11","","2006_121","0","0","0","0","0","125","Skyler Green","WR","0","3","0","33","4","1","0","1","","","0","dal","Dallas Cowboys","https://www.pro-football-reference.com/schools/lsu/","http://www.sports-reference.com/cfb/players/skyler-green-1.html","/players/G/GreeSk20.htm","2006","2008",,,
"212833",":picks","22","63","41","Louisville","2","162","1","2006_122","0","0","0","0","0","126","Elvis Dumervil","DE","5","0","0","0","4","0","0","0","105.5","263","6","den","Denver Broncos","https://www.pro-football-reference.com/schools/louisville/","http://www.sports-reference.com/cfb/players/elvis-dumervil-1.html","/players/D/DumeEl20.htm","2006","2017",,,
"212834",":picks","21","37","28","Purdue","0","97","","2006_123","0","0","0","0","0","127","Ray Edwards","DE","0","0","0","0","4","0","0","0","33.0","168","5","min","Minnesota Vikings","https://www.pro-football-reference.com/schools/purdue/","http://www.sports-reference.com/cfb/players/ray-edwards-1.html","/players/E/EdwaRa21.htm","2006","2012",,,
"212835",":picks","22","46","13","Ohio St.","0","125","","2006_124","0","0","0","0","0","128","Rob Sims","G","0","0","0","0","4","0","0","0","","","7","sea","Seattle Seahawks","https://www.pro-football-reference.com/schools/ohiost/","","/players/S/SimsRo20.htm","2006","2014",,,
"212836",":picks","23","13","2","East Carolina","0","78","","2006_125","0","0","0","0","0","129","Guy Whimper","DE","0","3","1","28","4","0","0","0","","","1","nyg","New York Giants","https://www.pro-football-reference.com/schools/eastcarolina/","http://www.sports-reference.com/cfb/players/guy-whimper-1.html","/players/W/WhimGu20.htm","2006","2013",,,
"212837",":picks","21","17","0","Akron","0","76","","2006_126","0","0","0","0","0","130","Domenik Hixon","WR","0","109","7","1460","4","3","0","18","","27","0","den","Denver Broncos","https://www.pro-football-reference.com/schools/akron/","http://www.sports-reference.com/cfb/players/domenik-hixon-1.html","/players/H/HixoDo00.htm","2006","2013",,,
"212838",":picks","23","40","28","Hofstra","0","100","","2006_127","0","0","0","0","0","131","Willie Colon","G","0","0","0","0","4","0","0","0","","","6","pit","Pittsburgh Steelers","https://www.pro-football-reference.com/schools/hofstra/","","/players/C/ColoWi20.htm","2006","2015",,,
"212839",":picks","23","1","","Miami (FL)","0","20","","2006_128","0","0","0","0","0","133","Orien Harris","DT","0","0","0","0","4","0","0","0","","9","0","pit","Pittsburgh Steelers","https://www.pro-football-reference.com/schools/miami(fl)/","http://www.sports-reference.com/cfb/players/orien-harris-1.html","/players/H/HarrOr20.htm","2006","2009",,,
"212840",":picks","23","79","79","LSU","0","183","1","2006_129","0","0","0","0","0","134","Kyle Williams","DT","6","1","0","9","5","1","1","1","48.5","387","11","buf","Buffalo Bills","https://www.pro-football-reference.com/schools/lsu/","http://www.sports-reference.com/cfb/players/kyle-williams-4.html","/players/W/WillKy20.htm","2006","2018",,,
"212841",":picks","22","51","0","Purdue","0","131","5","2006_130","0","0","0","0","0","135","Rob Ninkovich","DE","0","0","0","0","5","0","0","0","46.0","273","7","nor","New Orleans Saints","https://www.pro-football-reference.com/schools/purdue/","http://www.sports-reference.com/cfb/players/rob-ninkovich-1.html","/players/N/NinkRo20.htm","2006","2016",,,
"212842",":picks","23","11","6","California","0","51","","2006_131","0","0","0","0","0","136","Ryan O'Callaghan","T","0","0","0","0","5","0","0","0","","","1","nwe","New England Patriots","https://www.pro-football-reference.com/schools/california/","","/players/O/OCalRy20.htm","2006","2010",,,
"212843",":picks","23","0","0","Miami (OH)","0","1","","2006_132","0","0","0","0","0","137","Terna Nande","LB","0","0","0","0","5","0","0","0","","1","0","oti","Tennessee Titans","https://www.pro-football-reference.com/schools/miami(oh)/","http://www.sports-reference.com/cfb/players/terna-nande-1.html","/players/N/NandTe20.htm","2006","2006",,,
"212844",":picks","23","6","6","Florida St.","0","53","4","2006_133","0","0","0","0","0","138","Pat Watkins","DB","0","0","0","0","5","0","0","0","","104","1","dal","Dallas Cowboys","https://www.pro-football-reference.com/schools/floridast/","http://www.sports-reference.com/cfb/players/pat-watkins-1.html","/players/W/WatkPa20.htm","2006","2010",,,
"212845",":picks","22","11","8","Syracuse","0","62","","2006_134","0","0","0","0","0","139","Quinn Ojinnaka","G","0","0","0","0","5","0","0","0","","","2","atl","Atlanta Falcons","https://www.pro-football-reference.com/schools/syracuse/","","/players/O/OjinQu20.htm","2006","2012",,,
"212846",":picks","22","38","31","Tennessee","0","118","","2006_135","0","0","0","0","0","140","Parys Haralson","DE","0","0","0","0","5","0","0","0","28.0","190","7","sfo","San Francisco 49ers","https://www.pro-football-reference.com/schools/tennessee/","http://www.sports-reference.com/cfb/players/parys-haralson-1.html","/players/H/HaraPa20.htm","2006","2014",,,
"212847",":picks","23","17","4","Texas","0","71","","2006_136","0","0","0","0","0","141","Jonathan Scott","T","0","0","0","0","5","0","0","0","","","1","det","Detroit Lions","https://www.pro-football-reference.com/schools/texas/","http://www.sports-reference.com/cfb/players/jonathan-scott-1.html","/players/S/ScotJo22.htm","2006","2014",,,
"212848",":picks","23","13","0","Louisville","0","87","3","2006_137","0","0","0","0","0","142","Brandon Johnson","LB","0","0","0","0","5","0","0","0","3.5","133","1","crd","Arizona Cardinals","https://www.pro-football-reference.com/schools/louisville/","http://www.sports-reference.com/cfb/players/brandon-johnson-1.html","/players/J/JohnBr20.htm","2006","2012",,,
"212849",":picks","22","13","13","Virginia","0","33","","2006_138","0","0","0","0","0","143","Brad Butler","T","0","0","0","0","5","0","0","0","","","2","buf","Buffalo Bills","https://www.pro-football-reference.com/schools/virginia/","http://www.sports-reference.com/cfb/players/brad-butler-1.html","/players/B/ButlBr20.htm","2006","2009",,,
"212850",":picks","23","1","1","Virginia","0","6","","2006_139","1","1","0","0","5","144","Marques Hagans","WR","0","9","0","108","5","3","0","-2","","","0","ram","St. Louis Rams","https://www.pro-football-reference.com/schools/virginia/","http://www.sports-reference.com/cfb/players/marques-hagans-1.html","/players/H/HagaMa00.htm","2006","2008",,,
"212851",":picks","23","12","10","Washington St.","0","63","","2006_140","0","0","0","0","0","145","Jerome Harrison","RB","0","70","3","490","5","356","7","1681","","4","0","cle","Cleveland Browns","https://www.pro-football-reference.com/schools/washingtonst/","http://www.sports-reference.com/cfb/players/jerome-harrison-1.html","/players/H/HarrJe00.htm","2006","2011",,,
"212852",":picks","23","43","22","Georgia Tech","0","130","13","2006_141","0","0","0","0","0","146","Dawan Landry","DB","0","0","0","0","5","0","0","0","8.0","562","8","rav","Baltimore Ravens","https://www.pro-football-reference.com/schools/georgiatech/","http://www.sports-reference.com/cfb/players/dawan-landry-1.html","/players/L/LandDa21.htm","2006","2014",,,
"212853",":picks","24","0","0","Furman","0","1","","2006_142","0","0","0","0","0","148","Ingle Martin","QB","0","0","0","0","5","2","0","-5","","","0","gnb","Green Bay Packers","https://www.pro-football-reference.com/schools/furman/","http://www.sports-reference.com/cfb/players/ingle-martin-1.html","/players/M/MartIn00.htm","2006","2006",,,
"212854",":picks","24","2","2","Georgia","0","20","","2006_143","0","0","0","0","0","149","Greg Blue","DB","0","0","0","0","5","0","0","0","","18","0","min","Minnesota Vikings","https://www.pro-football-reference.com/schools/georgia/","http://www.sports-reference.com/cfb/players/greg-blue-1.html","/players/B/BlueGr20.htm","2006","2007",,,
"212855",":picks","23","0","0","Wisconsin","0","4","","2006_144","0","0","0","0","0","150","Jason Pociask","TE","0","1","0","7","5","0","0","0","","","0","nyj","New York Jets","https://www.pro-football-reference.com/schools/wisconsin/","http://www.sports-reference.com/cfb/players/jason-pociask-1.html","/players/P/PociJa00.htm","2006","2007",,,
"212856",":picks","23","19","9","Iowa St.","0","110","3","2006_145","0","0","0","0","0","151","Tim Dobbins","LB","0","0","0","0","5","0","0","0","2.0","198","1","sdg","San Diego Chargers","https://www.pro-football-reference.com/schools/iowast/","http://www.sports-reference.com/cfb/players/tim-dobbins-1.html","/players/D/DobbTi20.htm","2006","2013",,,
"212857",":picks","22","14","14","Minnesota","0","42","","2006_146","0","0","0","0","0","153","Anthony Montgomery","NT","0","0","0","0","5","0","0","0","3.0","55","1","was","Washington Redskins","https://www.pro-football-reference.com/schools/minnesota/","http://www.sports-reference.com/cfb/players/anthony-montgomery-1.html","/players/M/MontAn20.htm","2006","2009",,,
"212858",":picks","23","0","0","Miami (FL)","0","2","","2006_147","0","0","0","0","0","154","Marcus Maxey","DB","0","0","0","0","5","0","0","0","","","0","kan","Kansas City Chiefs","https://www.pro-football-reference.com/schools/miami(fl)/","http://www.sports-reference.com/cfb/players/marcus-maxey-1.html","/players/M/MaxeMa20.htm","2006","2006",,,
"212859",":picks","23","10","8","Virginia Tech","0","108","","2006_148","0","0","0","0","0","155","Jeff King","TE","0","156","12","1323","5","0","0","0","","7","6","car","Carolina Panthers","https://www.pro-football-reference.com/schools/virginiatech/","http://www.sports-reference.com/cfb/players/jeff-king-1.html","/players/K/KingJe00.htm","2006","2012",,,
"212860",":picks","22","1","1","Stanford","0","12","","2006_149","0","0","0","0","0","156","Julian Jenkins","DE","0","0","0","0","5","0","0","0","","6","0","tam","Tampa Bay Buccaneers","https://www.pro-football-reference.com/schools/stanford/","http://www.sports-reference.com/cfb/players/julian-jenkins-1.html","/players/J/JenkJu20.htm","2006","2006",,,
"212861",":picks","23","12","","Alabama","0","74","8","2006_150","0","0","0","0","0","158","Charlie Peprah","DB","0","0","0","0","5","0","0","0","","142","2","nyg","New York Giants","https://www.pro-football-reference.com/schools/alabama/","http://www.sports-reference.com/cfb/players/charlie-peprah-1.html","/players/P/PeprCh20.htm","2006","2012",,,
"212862",":picks","23","21","15","Alabama","0","98","","2006_151","0","0","0","0","0","159","Mark Anderson","DE","0","0","0","0","5","0","0","0","36.5","132","1","chi","Chicago Bears","https://www.pro-football-reference.com/schools/alabama/","http://www.sports-reference.com/cfb/players/mark-anderson-1.html","/players/A/AndeMa21.htm","2006","2012",,,
"212863",":picks","23","3","3","Illinois St.","0","20","","2006_152","0","0","0","0","0","160","Brent Hawkins","DE","0","0","0","0","5","0","0","0","5.5","19","0","jax","Jacksonville Jaguars","https://www.pro-football-reference.com/schools/illinoisst/","","/players/H/HawkBr20.htm","2006","2007",,,
"212864",":picks","23","35","35","North Dakota","0","90","","2006_153","0","0","0","0","0","161","Chris Kuper","G","0","0","0","7","5","0","0","0","","","5","den","Denver Broncos","https://www.pro-football-reference.com/schools/nodakota/","","/players/K/KupeCh20.htm","2006","2013",,,
"212865",":picks","23","1","1","TCU","0","9","","2006_154","0","0","0","0","0","162","Michael Toudouze","G","0","0","0","0","5","0","0","0","","","0","clt","Indianapolis Colts","https://www.pro-football-reference.com/schools/tcu/","","/players/T/ToudMi20.htm","2006","2011",,,
"212866",":picks","23","0","0","USC","0","7","","2006_155","0","0","0","0","0","163","David Kirtman","RB","0","0","0","0","5","0","0","0","","","0","sea","Seattle Seahawks","https://www.pro-football-reference.com/schools/usc/","http://www.sports-reference.com/cfb/players/david-kirtman-1.html","/players/K/KirtDa00.htm","2006","2008",,,
"212867",":picks","23","13","10","Nevada","0","63","","2006_156","0","0","0","0","0","165","Tony Moll","T","0","0","0","0","5","0","0","0","","","0","gnb","Green Bay Packers","https://www.pro-football-reference.com/schools/nevadareno/","http://www.sports-reference.com/cfb/players/tony-moll-1.html","/players/M/MollTo20.htm","2006","2011",,,
"212868",":picks","24","2","2","Colorado","0","31","","2006_157","0","0","0","0","0","166","Quinn Sypniewski","TE","0","36","1","261","5","0","0","0","","2","1","rav","Baltimore Ravens","https://www.pro-football-reference.com/schools/colorado/","http://www.sports-reference.com/cfb/players/quinn-sypniewski-1.html","/players/S/SypnQu00.htm","2006","2007",,,
"212869",":picks","22","25","22","Tennessee","0","92","2","2006_158","0","0","0","0","0","168","Omar Gaither","LB","0","0","0","0","5","0","0","0","6.0","264","2","phi","Philadelphia Eagles","https://www.pro-football-reference.com/schools/tennessee/","http://www.sports-reference.com/cfb/players/omar-gaither-1.html","/players/G/GaitOm20.htm","2006","2013",,,
"212870",":picks","23","1","1","Tennessee","0","11","","2006_159","0","0","0","0","0","169","Jesse Mahelona","DT","0","0","0","0","5","0","0","0","1.0","16","0","oti","Tennessee Titans","https://www.pro-football-reference.com/schools/tennessee/","http://www.sports-reference.com/cfb/players/jesse-mahelona-1.html","/players/M/MaheJe20.htm","2006","2007",,,
"212871",":picks","22","5","5","Virginia","0","14","","2006_160","0","0","0","0","0","170","Wali Lundy","RB","0","33","0","204","6","124","4","476","","","1","htx","Houston Texans","https://www.pro-football-reference.com/schools/virginia/","http://www.sports-reference.com/cfb/players/wali-lundy-1.html","/players/L/LundWa00.htm","2006","2006",,,
"212872",":picks","23","0","","Oregon St.","0","2","","2006_161","0","0","0","0","0","171","Mike Hass","WR","0","0","0","0","6","0","0","0","","","0","nor","New Orleans Saints","https://www.pro-football-reference.com/schools/oregonst/","http://www.sports-reference.com/cfb/players/mike-hass-1.html","/players/H/HassMi00.htm","2006","2009",,,
"212873",":picks","23","20","20","Northern Colorado","0","107","3","2006_162","0","0","0","0","0","173","Reed Doughty","DB","0","0","0","0","6","0","0","0","3.5","336","3","was","Washington Redskins","https://www.pro-football-reference.com/schools/nocolorado/","","/players/D/DougRe20.htm","2006","2013",,,
"212874",":picks","22","39","8","Central Missouri St.","0","183","","2006_163","0","0","0","0","0","175","Delanie Walker","WR","3","504","36","5888","6","16","1","89","","37","7","sfo","San Francisco 49ers","https://www.pro-football-reference.com/schools/centralmissourist/","","/players/W/WalkHu00.htm","2006","2019",,,
"212875",":picks","23","27","3","Cornell","0","114","","2006_164","0","0","0","0","0","176","Kevin Boothe","T","0","0","0","0","6","0","0","0","","","4","rai","Oakland Raiders","https://www.pro-football-reference.com/schools/cornell/","","/players/B/BootKe20.htm","2006","2014",,,
"212876",":picks","22","0","0","Virginia Tech","0","4","","2006_165","0","0","0","0","0","177","Jonathan Lewis","DT","0","0","0","0","6","0","0","0","","3","0","crd","Arizona Cardinals","https://www.pro-football-reference.com/schools/virginiatech/","http://www.sports-reference.com/cfb/players/jonathan-lewis-2.html","/players/L/LewiJo22.htm","2006","2006",,,
"212877",":picks","22","19","19","Oregon St.","0","58","2","2006_166","0","0","0","0","0","178","Keith Ellison","LB","0","0","0","0","6","1","0","6","2.0","164","3","buf","Buffalo Bills","https://www.pro-football-reference.com/schools/oregonst/","http://www.sports-reference.com/cfb/players/keith-ellison-1.html","/players/E/ElliKe20.htm","2006","2010",,,
"212878",":picks","23","3","2","Colorado","0","106","","2006_167","0","0","0","0","0","180","Lawrence Vickers","FB","0","58","3","404","6","37","0","98","","13","3","cle","Cleveland Browns","https://www.pro-football-reference.com/schools/colorado/","http://www.sports-reference.com/cfb/players/lawrence-vickers-1.html","/players/V/VickLa00.htm","2006","2012",,,
"212879",":picks","23","0","0","Stanford","0","2","","2006_168","0","0","0","0","0","181","Babatunde Oshinowo","DT","0","0","0","0","6","0","0","0","","2","0","cle","Cleveland Browns","https://www.pro-football-reference.com/schools/stanford/","","/players/O/OshiBa20.htm","2006","2007",,,
"212880",":picks","24","5","","Louisville","0","33","","2006_169","0","0","0","0","0","182","Montavious Stanley","DT","0","0","0","0","6","0","0","0","1.5","46","0","dal","Dallas Cowboys","https://www.pro-football-reference.com/schools/louisville/","http://www.sports-reference.com/cfb/players/montavious-stanley-1.html","/players/S/StanMo20.htm","2006","2009",,,
"212881",":picks","23","21","21","Texas A&M","0","61","1","2006_170","0","0","0","0","0","183","Johnny Jolly","DT","0","0","0","0","6","0","0","0","3.0","89","3","gnb","Green Bay Packers","https://www.pro-football-reference.com/schools/texasam/","http://www.sports-reference.com/cfb/players/johnny-jolly-1.html","/players/J/JollJo20.htm","2006","2013",,,
"212882",":picks","23","0","0","Fresno St.","0","46","","2006_171","0","0","0","0","0","184","Adam Jennings","WR","0","6","1","62","6","1","0","-4","","11","0","atl","Atlanta Falcons","https://www.pro-football-reference.com/schools/fresnost/","http://www.sports-reference.com/cfb/players/adam-jennings-1.html","/players/J/JennAd00.htm","2006","2009",,,
"212883",":picks","23","7","1","Fresno St.","0","80","2","2006_172","0","0","0","0","0","185","Tyrone Culver","DB","0","0","0","0","6","0","0","0","1.0","109","0","gnb","Green Bay Packers","https://www.pro-football-reference.com/schools/fresnost/","http://www.sports-reference.com/cfb/players/tyrone-culver-1.html","/players/C/CulvTy20.htm","2006","2012",,,
